review,sentiment
"An example of genius filmaking. The epic story of three major stages of life for a young boy told with eloquence and raw fearlessness. Rarely does a film come along that causes me to out loud say during most of the viewing, ""this is a really good film...."" again and again. That is exactly what happened when I watched this film. I really do not understand how anyone could not like it. I found myself at moments crying and laughing at the very same moment, unable to control how I felt about the scene. The acting is outstanding. Eric Mabius- why is he not all over movie screens? He was really extraordinary. His seemingly effortless attempt on the screen impacted me in deep visceral ways. I thank him. In my opinion, Eric Schaeffer is one of the best filmakers around, and I hope he continues to rise to the challenges that he faces while trying to give us art in the face of ferocious commercial filmaking.<br /><br />",positive
"This is waaaaay to much.. so frustrating to watch.. I was waiting for the whole damn movie to end and to finally get some ANSWERS!!.. and what I've had in the end was nothing but a HUUUGE neon-sign question mark above my head!!!!! I haven't seen such a bad acting and such a nonsense movie in a long long time.. and what's bothering me is.. how come someone (an actor) read the script of such a bull!?#@ movie and say: OK, I'M IN!!! LET'S FILM THIS! This is horrible!!! THIS MOVIE SUUUUUUUUUUUUCKS!!!!!! I just can't believe I've spent an hour and a half of my life on something like this!!!",negative
"When you think of brilliant Australian comedy you don't think of Skit shows (Although I'm quite partial to a bit of 80's and 90's Full Frontal) or even Sitcoms - you think of SATIRE! Something that we Australians really know how to do well. (Eg: Front Line, The Micallef Program) We know how to take the pi$$, and The Chaser's War on Everything, is a classic example of how to do it, and how to do it really well. <br /><br />I've been a huge fan of Chris Taylor and Craig Reucassel for a long time. I remember listening to them on Triple J's afternoon show. They were, and remain, two of the funniest comedians around.<br /><br />Although I was sad when they left Triple J, I was excited to find out what they were investing so much time in that made them have to leave. (They were doing CNNNN and Triple J at the same time, so I figured this was something much bigger) And what an amazingly HILARIOUS show Chaser is. Biting political and social satire at it's best.<br /><br />I'm also pleased to say that it has recently received a MUCH better time slot than Friday nights and has been moved to Wednesday nights right after Spicks and Specks. THANK YOU ABC!! Finally I don't have to tape it! :)",positive
"Now, I like sci-fi cartoons. However, when ""Robotboy"" appeared in Canada in late 2006, I watched the premiere and was inevitably appalled. The characters are generic and stereotypical (Do they REALLY need to make an African-American man wear tiger-stripe print clothing and speak in a Jamacian accent? WHY are all the Asian characters vibrant yellow and squinting? Does the mother HAVE to have big thighs and chest and constantly complain?) to the point where things become unrealistic, predictable, gross and sometimes disturbing. There are heavy similarities to, even stabs, at Astro Boy. Allow me to explain (dub names for the young): Robotboy/Astro, Kamikaze/Tenma, Constantine/Shadow, Gus/Abercrombie, Tommy/Alejo, Lola/Zoran+Kennedy, Moshimo/O'Shay, and it so on. Brief resemblances to ""My Life As A Teenage Robot"", ""Star Wars"", ""Teenage Mutant Ninja Turtles"", ""Kamen Riders"", ""Sailor Moon"" and co. are afoot. Not to mention the abundant racial/gender stereotyping. Don't even get me started on the innuendos. I'll just say they're hidden and quite dirty. But seriously. Don't even try watching this. Especially if you like Astro Boy.",negative
"Dean Koontz's book ""Watchers"" is one of the finest books I have read. Sadly, the movie is a sad caricature of the book. The disillusioned middle-aged hero and the lonely spinster with whom he finds a meaning to his life are converted in the movie into a couple of silly teenagers, the stoic security agent and the conscientious sheriff are combined into a farcical villain - you get the picture? The moviemakers have taken a moving tale of love, horror and adventure and converted it into a Z-Grade horror flick aimed - very poorly - at the teen market.<br /><br />Buy the book and enjoy many hours of reading - it will be far, far more rewarding than watching the movie.<br /><br />",negative
"The movie is good and I think Tiffany Amber is very beautiful. I liked the movie. Can anyone tell me how I can get hold of the songs from this movie? Even the soundtrack will do. If that's not possible, can I at least get the names of the songs with their respective singers? I tried to look up amazon.com but its not there. I tried CD baby, not there either. I browsed through Google to get some details but there weren't any. I would appreciate it if someone could give me the answer to my question. I know that the songs belong to Country Music and is sung by a country artist. I just need the title names along with the singer. I would recommend this movie or rather the songs to any country loving person.",positive
"Moonwalker is probably not the film to watch if you're not a Michael Jackson fan. I'm a big fan and enjoyed the majority of the film, the ending wasn't fantastic but the first 50 or so minutes were - if you're a fan.<br /><br />I personally believe the first 50 minutes are re-watchable many times over. The dancing in each video is breathtaking, the music fantastic to listen to and the dialogue entertaining.<br /><br />It includes many of his finest videos from Bad and snippets from his earlier videos. It also includes some live concert footage.<br /><br />If you're a big fan of Michael Jackson this is a must, if you're not a fan/don't like Michael Jackson, steer well clear.<br /><br />9/10",positive
Definitely one of the most witty and twisted who-dunnit I ever seen. Christopher Reeve and Micheal Caine were brilliant and kept me going through the whole affair. <br /><br />Very classy set pieces and the props really lend a sense of atmosphere to the proceedings. The minimalist feel works for the whole picture.<br /><br />My only complain isn't with the film itself but the lack of a decent widescreen edition of the movie on DVD. I own the fullscreen version (which proves I love the film enough to endure fullscreen presentation) but a awesome Deluxe or 'special' edition would most surely get my cash.,positive
"I went to see Random Hearts with 3 friends, and at first, I thought maybe it was just me who wasn't enjoying the movie. After all, I didn't like As Good As it Gets and that movie won all sorts of awards. Well, it wasn't just me...none of my friends liked it either. It was unbelievable slow, much like getting teeth pulled. The only action that is in the movie is what is in previews. We didn't walk out of the theatre because we all assumed something more would happen. We weren't as smart as the 7 or 8 people who did walk out. I have never walked out on a movie in my life, but I definitely should have. This is all tough for me to write, considering I am relatively easy to please when it comes to movies. It takes a lot for me to think a movie is awesome, but not much for me to just like it. This movie didn't even come close in the like category. Not only was the movie about 2 hours too long, but it was like two separate trite stories in one, but they weren't smoothly sewn together. Plus, the ""soundtrack"" if you could even call it that was so annoying. Like Seinfeld has the same riff that is played over and over again (difference being that i like Seinfeld)..this movie had this jazz riff that it kept playing, which sounded highly inappropriate at times, especially when people were dealing with the deaths of the plane crash. Hard to explain what I mean, but trust me it was awful. I cannot say enough to make people not waste their money. After I left the theatre, I honestly wanted to write to the movie company and demand my $7 back..sheeesh, I could have gone bowling or something for that money.",negative
"This movie is a waste of time and money. Throughout the entire hour and a half, I continued to wait for it to get better and it never did. It was slow moving, the plot jumped around, it wasn't scary or interesting, and really never amounted to anything. The credits during the introduction were long and drawn out, which was basically like the rest of the movie (long and drawn out). Numerous parts of the plot made no sense. Several times during the movie I had thought that maybe I had ""zoned out"" because the incongruity of the plot, however, my companion had the same issue and assured me I did not ""zone out"" from boredom, but it was indeed the movie. I've actually never posted on here about a movie before and have been actively looking up movies on IMDb for numerous years. So the fact that I'm actually taking the time to write something should speak volumes of how bad this movie is and that you should not waste your time or money on it.",negative
"I was particularly moved by the understated courage and integrity of l'Anglaise, in this beautifully acted, intellectually and visually compelling film. Thank you so much, Monsieur le directeur Rohmer.",positive
"I like bad films, but this thing is a steaming heap. From the shaky cameramen to the horrible sound and devastating acting, don't waste a second on this pile. Fifth graders could have made a better film and first graders could have written a better script. Want a real synopsis? Ugly chicks in neon bikinis dancing for way too long. A disjointed plot made worse by hideous acting. The on-location sets weren't even passable. The church scenes take place in a dance studio, and oh yeah - what's with the two tap-dance numbers that come up out of the blue?<br /><br />Oh, and the total number of naked breasts, which couldn't have even saved this film - 0. Add this one to the trash heap.",negative
"The Salena Incident is set in Arizona where six death row inmates are being transfered from the state prison for reasons never explained, while driving along the heavily armed prison bus gets a flat & the driver is forced to pull off the road. Then two blonde birds turn up & after seducing the incompetent prison guards manage to get the better of them, the six prisoners are released but in a shoot-out their getaway car is damaged leaving them all stranded in the middle of the Arizona desert. They decide to head to the nearest town, Salena several miles away & take the cops with them as hostage. Once they reach Salena they find it odd that the place is completely deserted with not one single other person in sight. They soon discover that the entire town has been killed by flesh eating aliens & they are firmly placed on the menu...<br /><br />Also known as Alien Invasion Arizona in the US on DVD & apparently having the working title Terror Town this rubbishy low budget sci-fi horror flick was co-written, co-produced & directed by Dustin Rikert & has no real redeeming features at all, to be frank The Salena Incident is the sort of film which gives films a bad name. The film could roughly be divided into two parts, the opening forty or fifty odd minutes focuses on the prisoners in a thriller feeling opening, the guards & the escape although it's pretty poorly written & staged stuff. The dialogue between the two blonde birds & the prison guards is so bad it's unintentionally funny as the two fit birds chat up the two not so fit prison guards. Funny stuff actually, unfortunately The Salena Incident is supposed to be a sci-fi horror film not a comedy. Then once the escaped cons & their prison guard hostages arrive at Salena it goes into sci-fi horror mode as the aliens turn up & start killing our clichéd character's off which is good because they are annoying. Look, the whole film sucks as it's badly written, thought out & made. I can't really be bothered to go into why but trust me The Salena Incident is awful on every level.<br /><br />As well as being just a bad, boring & stupid film The Salena Incident is also poorly made. The action set-piece scenes are awful, the aliens looks terrible & are never shown on screen at the same time as the human character's & as such it's sometimes difficult to tell what's happening. The special effects are poor too, the aliens look rubbish & the CGI computer effects are absolutely terrible as well. The editing is poor, the cinematography is poor, the sets are cheap & the whole thing is just an eyesore really. There's a bit of gore, there's some gunshot wounds, someone is ripped in half & a severed hand is seen.<br /><br />Obviously shot on a low budget The Salena Incident has low production values & looks cheap from start to finish. Filmed in Superior in Arizona. The acting is terrible from no-one I have ever heard of although the actress who plays the female doctor is pretty good looking.<br /><br />The Salena Incident is a rubbish sci-fi horror film that is terrible in just about every way, not worth 90 minutes of yours, mine or anyone else's time.",negative
"<br /><br />""step aside for hollywood veterans?"" (the wayan brothers were 'asked') thats what hollyweird demanded and thats what it got. However, like so many of its recent decisions this one was a stupendous mistake.<br /><br />The director is SO out of touch with todays audience, attempting to bring back physical pratfalls and gags in place of funny dialogue is just a DISASTER. I knew it, the audience knew it and the CAST knew it.<br /><br />What a shame, why did they EVER consider changing directors? Not only that but the two Wayan brothers played as two of four primary characters, without them its just a farce and a sad one.<br /><br />SP<br /><br />",negative
"Just about everything in this movie is wrong, wrong, wrong. Take Mike Myers, for example. He's reached the point where you realize that his shtick hasn't changed since his SNL days, over ten years ago. He's doing the same cutesy stream-of-consciousness jokes and the same voices. His Cat is painfully unfunny. He tries way to hard. He's some weird Type A comedian, not the cool cat he's supposed to be. The rest of the movie is just as bad. The sets are unbelievably ugly --- and clearly a waste of millions of dollars. (Cardboard cut-outs for the background buildings would have made more sense than constructing an entire neighborhood and main street.) Alec Balwin tries to do a funny Great Santini impression, but he ends up looking and sounding incoherent. There's even an innapropriate cheesecake moment with faux celebrity Paris Hilton --- that sticks in the mind simply because this is supposed to be a Dr. Seuss story. Avoid this movie at all costs, folks. It's not even an interesting train wreck. (I hope they'll make Horton Hears a Who with Robin Williams. Then we'll have the bad-Seuss movie-starring-spasitc- comedian trilogy.)",negative
"At first,this movie seems so bad that i almost fell in a trance the first time i saw it.It was like a bad dream.A cosmic bore.But i gave it a second chance,then another and another,etc...I finally got addicted to this film,due to it's dreamlike slow pace,wonderful natural sets,bathed in a mellow autumn light and especially the musical score,which is made of some 70's progressive rock and absolute exquisite folk songs by actor/singer/songwriter Derek Lamb(the Troubadour).You should notice the song about hazel wood,silver trout and lady vanishing in the air...,heard in the middle and near the end of the film.There are some carnal scenes in the beginning ,wich allow us to appreciate the natural charms of Elizabeth Suzuki.If that movie had been made by some ""repertoire"" directors like Bergman,Lars Von Triers or Jean-Luc Goddard,critics would have rolled on the floor,raving about that movie as if it were a cosmic masterpiece.I personally think this film is one million times superior to any of Fellini's cinematic sh#¤@t!Definitely not for the pretentious.",positive
"Perhaps once in a generation a film comes along that is perfection. For me, ""The Railway Children"" is that film - a timeless classic that was directed and performed most beautifully. It depicts all that is worthwhile in humanity and climaxes in the conquest of love and faith over cruel injustice. Every performance is a gem, though Bobbie stands out and, like Judy Garland as Dorothy before her, Jenny Agutter makes it impossible for us to imagine anyone else in the role.<br /><br />The world is all the better for this film and the children of today would be much the better for watching it.<br /><br />Of course, like so many young men of my generation, I fell hopelessly in love with Jenny Agutter and her hold was as strong when I had the great good fortune to meet her a few days ago - the bewitching smile and voice like dripping honey were still there to send me weak at the knees as they first did all those years ago!",positive
"Nominated for the oscar ""worst script ever"" in my opinion. There's no decent story, rediculous acting, VERY lousy humor. By every means possible, if you have little self respect please don't waste your time seeing this movie. Although u can see the actors CAN act, it leaves you dumber after watching it. Precious braincells are being killed watching this crap...<br /><br />i warned u<br /><br />DON'T SEE THIS MOVIE",negative
"""A Minute to Pray, A Second to Die"" is a quality spaghetti western with a solid cast and an interesting storyline. It is filmed beautifully, with a relatively high production value for a film in this genre.<br /><br />Alex Cord does a terrific job portraying Clay McCord, an outlaw who is suffering from increasingly debilitating seizures. He is seeking amnesty before his enemies close in on him, but is being too cocky for his own good when he asks for it. Robert Ryan delivers the best performance in the film as the governor of New Mexico. Mario Brega and Arthur Kennedy are also great here.<br /><br />This movie is very good, but it doesn't stand out to me as being one of the best spaghetti westerns out there. It's lacking too much in style to be in the same league as any of the great ones. It does have some cool spaghetti overtones, but overall it's a bit too much like an American western. This is especially evident in the music score, which is OK as movies go in general, but pretty dull by euro-western standards. The soundtrack kind of reminds me of the music from ""The Unforgiven."" Although there is an interesting story here, it is told in a manner which is a bit too conventional for my tastes. If a spaghetti western fan and a Hollywood western fan had to watch a movie together, this one would be the perfect compromise.<br /><br />All of this is not to say that anyone should avoid this film. I did enjoy watching it very much. As I said, it is a very well-done film and I recommend it to anyone who likes westerns, spaghetti or otherwise.",positive
"I enjoyed the previous Ittenbach movie that I'd seen, ""Burning Moon"". But while that movie was rather grim and nasty, ""Premutos"" seems to mostly play it for laughs. While its admirable how Ittenbach made this movie with no money in his spare time (and the DVD documentary is worthwhile to see this), I found myself constantly battling not to fast-forward to the next gore scene. Sure, there's gore, and if that's all you want then go ahead and enjoy. But be warned: there's an inordinate amount of lame comedy and tedious story exposition. Many are comparing this to Peter Jackson's movies, especially ""Braindead"". But looking at what Jackson did on a similar budget in ""Bad Taste"", it's clear Ittenbach is lacking one thing that Jackson has - talent. 3/10 (for pretty good and plentiful gore effects, and for getting the most out of limited resources - but not worth the money I paid for it)",negative
"In this forgettable trifle, the 40-ish Norma Shearer plays a fluttery, girlish socialite in Monte Carlo, caught in a tussle between George Sanders and Robert Taylor. It would be tempting to blame this movie's failure on the dull, talky script, or director George Cukor, who never seems interested in livening up the film's generally comatose state. Mostly, though, it's the fault of Shearer herself, who desperately wanted to keep playing ""young"" parts as long as she could get away with it. Inadvertently, this makes ""Her Cardboard Lover"" a bizarre monument to an aging woman's vanity.",negative
"Writer/Director Peter Greenaway cements his title as the High Lord of Art House Pretension with his latest exercise in obnoxious self-indulgence, 8 ½ Women. The film follows a wealthy Englishman and his son on their mutual quest for sexual satisfaction, as they lure and blackmail women (guess how many) into joining their personal collection of concubines.<br /><br />Think of any possible way that this premise could be offensive, and chances are Greenaway's done it. The female characters are little more than a catalogue of fetishes for the two protagonists to partake of. There's the Kabuki-obsessed Mio, the ever-pregnant Giaconda and Beryl, who's got a thing for farm animals. Giulietta has no legs and uses a wheelchair, she's the ""half woman,"" get it? Greenaway vehemently denies all accusations of misogyny, but if this isn't it, then what is?<br /><br />The film goes on to eroticize anything and everything having to do with Japan, a continuation of themes from his snore-worthy (but less sexist) 1996 film, The Pillow Book. But where the The Pillow Book was erotic and graceful, 8 ½ Women just gets horny and exploitative. Greenaway's work is tasteless and arrogant in its fetishism, and the only person likely to enjoy watching it is the auteur himself.",negative
"I really really love this show! I have always liked the 1990's shows of Space Ghost! This show was hilarious and I can't believe why Cartoon Network's Adult Swim would take such a funny show like this off the air. I hope they put this show on DVD or something. The show is about Brak (from the Space Ghost cartoons, SGCC and Cartoon Planet) who lives his every day life with his Mom and Dad and his best friend who likes to drop in a lot, Zorak! My favorite episodes were the one where Zorak gets this really good singing voice and then his voice doesn't give him any money that Zorak made from singing at all. Another episode I like is the one where Brak and Zorak didn't finish their homework and then they go back from Sunday to Friday and they just goof off and then they go back to the day homework was invented and then when they go back to the present homework didn't exist! Another episode I like is the one where Brak's Dad and their next door neighbor, Thundercleese the Robot keep getting into this agrument and then they get eaten by a giant worm. Another episode I liked was the one where Zorak makes a bully stand and then some new guy took over his stand. I also like a lot of the other episodes! One thing that never fails to make me laugh is when Zorak is getting beaten up, blasted and zapped!",positive
"It is difficult to imagine how the engaging Dan Brown novel ""Angels and Demons"" could misfire as badly as this film version. Here are ten reasons why the film was a failure. Due to the spoilers, please do no read on unless you have already seen the film.<br /><br />(1) In the film, there was no love relationship between Robert Langdon and Vittoria Vetra. Worse still, there was not even any chemistry between the two leading actors. <br /><br />(2) The breathtaking locations in Rome, as described in the novel, were not realized visually in the film. I am aware that director Ron Howard encountered difficulties in filming on location. But there are superior photographed depictions of Rome on The History Channel than in this film where the Eternal City was presented in eternal stock film footage. The great art works described in the novel were only briefly depicted in the film. The magnificent Bernini sculpture of the ""Ecstasy of St. Teresa"" was only momentarily glimpsed, and the West Ponente relief in Vatican Square was not visible at all.<br /><br />(3) The most tasteless choice made by the film-maker was in the depiction of the deceased pope who actually resembled the beloved John Paul II. In the novel, the pope is clearly fictional with no resemblance to any real pope.<br /><br />(4) One of the most colorful (and important) characters of the novel, Maximilian Kohler, Director of CERN, was cut out of the screenplay.<br /><br />(5) There were numerous instances when the lines of dialog were inaudible due to extraneous background noise.<br /><br />(6) There were moments when the faces of characters were not visible due to the shadows and chiaroscuro film lighting. This technique worked in ""The Godfather"" films, but Ron Howard is no Gordon Willis.<br /><br />(7) The College of Cardinals was quite a motley crew with one of the electors speaking in a Southern drawl. This dude would have been more at home on a Texas ranch than in the Sistine Chapel.<br /><br />(8) The crucial relationship of the Camerlengo and the deceased Pope was not defined in the film. This relationship was central to the theme of science vs. religion and the relevance of the Illuminati to the plot against the church.<br /><br />(9) In the novel, the character of Hassassin was an unforgettable villain. In the film, that assassin character's role was a cardboard cutout villain. <br /><br />(10) As a whole, the filmmakers did not trust the workings of the successful novel.<br /><br />In the novel, Langdon makes an impossible fall out of the sky and into the Tiber River. In Ron Howard's film, it was the movie itself that landed in the Tiber.",negative
"not a Larry Mcmurty masterpiece but it stands on its own as a good western, any of the lonesome doves do. who ever takes on the role of Woodrow call, does a great portrayal in their own style. It's also easy to see that they were looking to use this as a stepping stone to the t.V series (both version of it) and that the writers knew how to keep the flavor alive William Peterson was awesome in this, the geeky C.S.I guy is not the character he plays in this - this guy can do it all it seems<br /><br />it's deserve to be enjoyed by those who enjoy westerns<br /><br />4out5 stars",positive
"This movie surprised me. Some things were ""clicheish"" and some technological elements reminded me of the movie ""Enemy of the State"" starring Will Smith. But for the most part very entertaining- good mix with Jamie Foxx and comedian Mike Epps and the 2 wannabe thugs Julio and Ramundo (providing some comic relief). This is a movie you can watch over again-say... some Wednesday night when nothing else is on. I gave it a 9 for entertainment value.",positive
"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!",negative
"This may just be the worst movie ever produced. Worst plot, worst acting, worst special effects...be prepared if you want to watch this. The only way to get enjoyment out of it is to light a match and burn the tape of it, knowing it will never fall into the hands of any sane person again.",negative
"I may be biased, I am the author of the novel The Hungry Bachelors Club, self-published in 1994. The screenplay was written by my good friend and hungry bachelor, Fred Dresch, who was the inspiration for the character Marlon in the film. I couldn't be more pleased with the trailer, I hope to see the film in its entirety and I will further comment. But Jorja Fox, who plays Delmar Youngblood, my character, is stellar. She carries the bulk of the emotional vehicles in fine form. I couldn't have done better myself! This looks like real people, hardly formula driven and thankfully drives my statement against racial prejudice home, gracefully and heartfelt.",positive
"Okay, so I'm not a big video game buff, but was the game House of the Dead really famous enough to make a movie from? Sure, they went as far as to actually put in quick video game clips throughout the movie, as though justifying any particular scene of violence, but there are dozens and dozens of games that look exactly the same, with the hand in the bottom on the screen, supposedly your own, holding whatever weapon and goo-ing all kinds of aliens or walking dead or snipers or whatever the case may be.<br /><br />It's an interesting premise in House of the Dead, with a lot of college kids (LOADED college kids, as it were, kids who are able to pay some fisherman something like $1,500 just for a ride after they miss their boat) trying to get out to this island for what is supposed to be the rave of the year. The first thing that comes to mind about House of the Dead after watching it is that it has become increasingly clear that modern horror movies have become nothing more than an exercise in coming up with creative ways to get a lot of scantily clad teenagers into exactly the same situations. At least in this case, the fact that they were on their way to a rave excuses the way the girls are dressed. They look badly out of place running around the woods in cute little halter-tops, but at least they THOUGHT they were dressed for the occasion.<br /><br />Clint Howard, tellingly the most interesting character in the film by far, delivers an absolutely awful performance, the greatness of which overshadows every other actor in the movie. I can't stand it when well-known actors change their accents in movies, it is so rarely effective, and Howard here shows that it is equally flat to have an well-known actor pretend that he's this hardened fisherman with a raspy voice from years of breathing salty air. He didn't even rasp well. It sounded like he was eating a cinnamon roll before shooting and accidentally inhaled some powdered sugar or something. Real tough there, Clint! I expected more from him, but then again, he did agree to a part in this mess.<br /><br />Once we get to the island, the movie temporarily turns into any one of the Friday the 13th movies that took place at Camp Crystal Lake. Lots of teenagers played by actors who were way too old for their parts getting naked and then killed. The nudity was impressive, I guess, but let's consider something for a minute. These kids pay almost two grand to get out to this island to go to the Rave Of The Year, find NO ONE, and say, well, who wants a beer! Even the guy who pulled that stack of hundreds out of his wallet to get them all over there didn't think anything of it that they found a full bar and not a single solitary person in sight. Here you have the input from director Uwe Boll - There's alcohol! They won't notice that the party they came for consists of no one but themselves!<br /><br />So not only do they start drinking, not minding the fact that the whole party seems to have vacated the island, but when one of the girls goes off into the dark woods to find out where everyone is (dragging one other girl and one of the guys reluctantly along), the guy and the girl who stay behind to get smashed decide that it would be a great idea to strip down for a quickie now that they're alone. It's like they expected to find the island empty, and now that they rest of the people that they came over with were gone for a little while, they would have some privacy since there's no one else around. Brilliant!<br /><br />Now for the things that everyone hated, judging by the reviews that I've read about the movie. Yes, intersplicing shots from the video game into the movie, mostly in order to show that, yes, the movie was being faithful to/directly copying the video game. Sure, it was a stupid idea. I can't imagine who thought up that little nugget, but worse than that is the Matrix-style bullet time scenes that were thrown in over and over and over and over. After the first time (at which point I found it pretentious and cheesy for a movie like this to have a shot like that as though it was something original) it is noticeable more for the technique of the shot itself rather than any dramatic meaning or creation of any kind of tension for the film.<br /><br />One of the things that makes a zombie film scary and gets you on the edge of your seat is to have them slowly but relentlessly coming after the living humans, who are much faster but getting tired, running out of places to run, and with a terrifying shortage of things with which to fight the zombies off with. The first two are done right in the movie, the kids are terrified and don't have a lot of places to run since they're on an island, but since they caught a ride over with a smuggler, they find themselves heavily armed. And I mean that very strongly. I mean, these people have everything from machine guns to hand grenades, which removes most of the tension of the impending walking dead.<br /><br />Then you have what I call the techno-slasher scene. Since the rave never happened, and I guess since Uwe Boll thought people were going to be disappointed at not hearing any techno music in the movie, there's one scene right in the middle where all the humans are fighting off the living dead, and amazingly enough it turns into something of a music video. There's techno music blasting as the shots are edited together faster and faster until it's nothing but a blur of gory shot, mostly only about 5 frames long (which is about 1/6 of a second) flashing across the screen in time with the speed techno music. Clever, I guess, but it has no place in a horror movie because it completely removes any sense of scariness or tension of even the gross-out effect because you can't see any one thing for long enough to react to it. You're just watching these shots fly across the screen and wondering what the hell the director was thinking when he decided that it would be a good idea to put something like this in the movie.<br /><br />I've seen a lot of people compare this movie to Resident Evil, mostly claiming that it copies the premise of it, and they're exactly right. I appreciate that at least here, as was not the case in Resident Evil, it wasn't some man-made virus that turned people into walking dead that were able to infect other people, changing them the way vampires turn others into vampires. 28 Days Later was also clearly an inspiration for this movie, it's just too bad that House of the Dead didn't do a single original thing, except for the somewhat moronic idea of putting in quick shots of the video game on which it is based, just in case you forget. I really think that this should have been a much better movie. While obviously I can't say that I know much about the game it's based on, just the title and the movie poster deserve a much better movie, but unfortunately I think that's more often the case than not with horror movies. It's really kind of sad when a movie comes out that is so obviously advertised as a no-holds-barred horror film, and the scariest thing in the entire movie is the closing shot, which suggests the possibility of a sequel.",negative
"THE TEMP (1993) didn't do much theatrical business, but here's the direct-to-video rip-off you didn't want, anyway! Ellen Bradford (Mel Harris) is the new woman at Millennium Investments, a high scale brokerage firm, who starts getting helpful hints from wide-eyed secretary Deidre (Sheila Kelley). Deidre turns out to be an ambitious daddy's girl who will stop at nothing to move up the corporate ladder, including screwing a top broker she can't stand and murdering anyone who gets on her bad side. She digs up skeletons in Ellen's closet, tries to cause problems with her husband (Barry Bostwick), kills while making it look like she is responsible, kidnaps her daughter and tries to get her to embezzle money from the company.<br /><br />Harris and Kelley deliver competent performances, the supporting cast is alright and it's reasonably well put-together, but that doesn't fully compensate for a script that travels down a well-worn path and offers few surprises.",negative
"Oh my lord, what were they thinking about with this one. It not only is frantically unfunny, but worse, a very good original was trashed in the bargain. Jane Fonda, believe it or not, actually turned in the performance of her life in that one. Even better than where she plays the whore in the other so called performance of her life. Maybe she is just flat good as a crook. Any other time, wow, what a waste of time. But she and Segal team up beautifully, so if you even remotely got a glimpse of anything funny in this baby, catch the anvil upon which it got beaten into a pulp from.<br /><br />Because very very very little of that one remains, to this ones horror. Nothing in this baby is remotely funny except for maybe a couple of moments when Dick and Jane are bulging lipped up as lepers and cant kiss..... and uhh........oh my lord, that's it? Well, looks like it. <br /><br />It truly is that bad a film.",negative
"I've already seen spin-offs of cartoons such as The Flintstones, Scooby Doo, Tom and Jerry and Looney Tunes and most of them are great.<br /><br />When I saw the All Grown Up pilot in 2001, I thought it was interesting to see how the Rugrats would look in their pre-teens/teens and it contained things that would usually happen during that time of life such as going to a concert, going to school and being grounded.<br /><br />The actual TV show is better because the Rugrats seem to wear different clothes in each episode and Angelica doesn't get punished as much as she did in the original Rugrats series. Tommy and Susie get punished in this series.<br /><br />I've also noticed references to Rugrats in this show and even flashbacks of how the Rugrats looked in the original series. They actually talk to the adults in this show because they're 10 years older.<br /><br />This show is aimed at a slightly older audience than the original Rugrats. Viewers of the original show may like this.",positive
"As I sat watching this episode I kept glancing at the clock waiting for something to happen. As the hour wound down I thought they were really going to give us a big pop at the end, and then - nothing. The whole family is huddled around the Christmas tree like something from the Hallmark Channel then, fade to black.<br /><br />Perhaps one of the poorest season finales I've ever seen. Nothing at all to drum up any excitement for next season. The only thing thrown out as any sort of incentive to watch the next season was the ambiguous nugget offered up by Agent Harris while pawing a sub sandwich that the guys in New York were looking to get one of the guys in New Jersey. Wow, really? I would never expect something like that from mobsters, I'm on the edge of my seat.<br /><br />It almost seems like they're trying to get everyone to lose interest. They start more plot lines that end up just disappearing than any show I've ever seen. They tease and hint but rarely deliver any more.<br /><br />What's with the Arabs that hang out at the Bing? They keep throwing them in front of us and magically, nothing happens.<br /><br />Paulie knee caps some kid after Tony promised his mother that nothing would happen to her son and, poof, gone in the wind.<br /><br />And how many more meandering drug montages with Christopher are we going to have to endure? Please, have him get arrested or overdose or something interesting.<br /><br />This was one of the few shows that I used to looked forward to watching but now, forgetta-bout it.",negative
"Gene Hackman gets himself busted out of prison by a nameless government agency who want him for an assassination. It's a given of course that Hackman has the proficient skills for the job.<br /><br />Nobody tells him anything though, he's given as the audience is given bits and pieces of information. That's supposed to be suspenseful, instead it's annoying and boring. <br /><br />Hackman goes through with the mission, but the getaway is messed up and the guy at the top of this mysterious entity orders everybody dead to cover it up. So everyone in the cast dies and at the end you don't really care.<br /><br />One of the other reviewers pointed out that the film was originally twice as long, almost three hours and got chopped down quite a bit. Maybe something really was lost in the translation, but I tend to think it was a mercy act on the audience.<br /><br />A very talented cast that had people like Richard Widmark, Candice Bergen, Mickey Rooney, Eli Wallach, and Edward Albert is so thoroughly wasted here it's a crime. <br /><br />And we never do find out just what federal agency was doing all this, the FBI, the CIA, the DEA or even the IRS.",negative
